"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Rhinovirus","GO:0002718","regulation of cytokine production involved in immune response","20/327","126/18986",0.158730158730159,9.2160574729382,12.2493457060395,4.82121586634801e-14,3.50372591517868e-12,2.58627976636078e-12,"RSAD2/RIGI/BST2/CALHM6/TNF/IFNB1/FZD5/PANX1/TRIM6/SLAMF1/IL6/P2RX7/AXL/LILRB4/LILRB1/MYD88/JAK3/TLR3/NOD2/FFAR2",20
"Rhinovirus","GO:0002367","cytokine production involved in immune response","20/327","127/18986",0.15748031496063,9.14349009126153,12.1895619032595,5.63405082260714e-14,4.0171845393646e-12,2.96528990663534e-12,"RSAD2/RIGI/BST2/CALHM6/TNF/IFNB1/FZD5/PANX1/TRIM6/SLAMF1/IL6/P2RX7/AXL/LILRB4/LILRB1/MYD88/JAK3/TLR3/NOD2/FFAR2",20
"Rhinovirus","GO:0032732","positive regulation of interleukin-1 production","16/327","74/18986",0.216216216216216,12.5537647739483,13.1827387763924,1.13437656824029e-13,7.93853528033346e-12,5.85983997239138e-12,"GBP5/TNF/FZD5/AIM2/IFI16/JAK2/PANX1/TMEM106A/LILRA5/CCL19/IL6/MEFV/P2RX7/MYD88/NOD2/CASP1",16
"Rhinovirus","GO:0032481","positive regulation of type I interferon production","16/327","75/18986",0.213333333333333,12.386381243629,13.0795890808647,1.41976375344474e-13,9.75506768048671e-12,7.20071568732741e-12,"OAS2/RIGI/IFIH1/ISG15/IRF7/OAS1/ZC3HAV1/STAT1/OAS3/IRF1/CGAS/DHX58/TRIM56/MYD88/TLR3/IKBKE",16
"Rhinovirus","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","24/327","206/18986",0.116504854368932,6.76440723256435,11.0122348663594,1.61283677231401e-13,1.08837681474547e-11,8.03386738088747e-12,"RSAD2/TNF/TAP2/ZC3H12A/IFNB1/FZD5/TNFSF13B/JAK2/CD80/CD274/CCL19/SLAMF1/IL6/NFKBIZ/P2RX7/CD40/TNFAIP3/LILRB4/LILRB1/ADA/JAK3/IL27/CR1L/NOD2",24
"Rhinovirus","GO:0002440","production of molecular mediator of immune response","25/327","230/18986",0.108695652173913,6.31099587820769,10.7276541811396,2.4439693667732e-13,1.62030881351508e-11,1.19603302344395e-11,"RSAD2/RIGI/BST2/CALHM6/TNF/IFNB1/FZD5/CGAS/PANX1/TRIM6/TREX1/SLAMF1/IL6/NBN/NFKBIZ/P2RX7/AXL/CD40/LILRB4/LILRB1/MYD88/JAK3/TLR3/NOD2/FFAR2",25
"Rhinovirus","GO:0071887","leukocyte apoptotic process","19/327","122/18986",0.155737704918033,9.04231212713691,11.7971999555554,2.99557830485822e-13,1.95177420932056e-11,1.44070462937828e-11,"IRF7/RAPGEF2/GIMAP8/CD274/CCL19/IL6/CASP7/IDO1/NFKBIZ/P2RX7/AXL/CCR7/LILRB1/ADA/JAK3/IL2RA/IRS2/NOD2/BAK1",19
"Rhinovirus","GO:0071706","tumor necrosis factor superfamily cytokine production","23/327","193/18986",0.119170984455959,6.91920584367226,10.9415546886395,3.23423658659328e-13,2.03703001012267e-11,1.50363630780214e-11,"OAS2/RIGI/IFIH1/OAS1/OAS3/ZC3H12A/FZD5/JAK2/TMEM106A/CD274/LILRA5/TREX1/CCL19/SLAMF1/IL6/AXL/TNFAIP3/LILRB4/LILRB1/MYD88/TLR3/NOD2/CD47",23
"Rhinovirus","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","23/327","193/18986",0.119170984455959,6.91920584367226,10.9415546886395,3.23423658659328e-13,2.03703001012267e-11,1.50363630780214e-11,"OAS2/RIGI/IFIH1/OAS1/OAS3/ZC3H12A/FZD5/JAK2/TMEM106A/CD274/LILRA5/TREX1/CCL19/SLAMF1/IL6/AXL/TNFAIP3/LILRB4/LILRB1/MYD88/TLR3/NOD2/CD47",23
"Rhinovirus","GO:0045824","negative regulation of innate immune response","17/327","93/18986",0.182795698924731,10.6133307027063,12.3026845692709,3.60305303902405e-13,2.23212089089703e-11,1.64764289101186e-11,"ISG15/ACOD1/OAS1/STAT2/USP18/OAS3/PARP14/TRIM21/IFI16/NLRC5/NMI/DHX58/TRAFD1/TREX1/TNFAIP3/SERPINB9/LILRB1",17
"Rhinovirus","GO:0002700","regulation of production of molecular mediator of immune response","23/327","196/18986",0.11734693877551,6.81329963177932,10.8298476824474,4.49833101780199e-13,2.74180530907641e-11,2.02386709629461e-11,"RSAD2/RIGI/BST2/CALHM6/TNF/IFNB1/FZD5/CGAS/PANX1/TRIM6/TREX1/SLAMF1/IL6/P2RX7/AXL/CD40/LILRB4/LILRB1/MYD88/JAK3/TLR3/NOD2/FFAR2",23
"Rhinovirus","GO:0060760","positive regulation of response to cytokine stimulus","15/327","68/18986",0.220588235294118,12.807609282245,12.9126034606403,4.92111523229621e-13,2.95188800997577e-11,2.17893991070759e-11,"RIGI/IFIH1/IRF7/PARP9/PARP14/NLRC5/HSPA1B/TRIM6/HSPA1A/TRIM56/AXL/CD40/IKBKE/CXCR4/CASP1",15
"Rhinovirus","GO:0071346","cellular response to type II interferon","17/327","98/18986",0.173469387755102,10.0718342382825,11.9192835570885,8.83551391775931e-13,5.21709485862694e-11,3.85100524376023e-11,"ACOD1/GBP1/PARP9/STAT1/GBP5/PARP14/GBP2/TNF/IRF1/GBP4/NLRC5/JAK2/GBP7/TLR3/CCL2/CASP1/CD47",17
"Rhinovirus","GO:0070661","leukocyte proliferation","29/327","341/18986",0.0850439882697947,4.93775278682056,9.71358260725811,1.5381826326468e-12,8.77864725460081e-11,6.47996970089334e-11,"BST2/CCL8/IRF1/IFNB1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/P2RX7/CD40/TNFAIP3/PSMB10/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",29
"Rhinovirus","GO:0032640","tumor necrosis factor production","22/327","188/18986",0.117021276595745,6.79439130717678,10.5697792553852,1.55641536400702e-12,8.77864725460081e-11,6.47996970089334e-11,"OAS2/RIGI/IFIH1/OAS1/OAS3/ZC3H12A/FZD5/JAK2/TMEM106A/LILRA5/TREX1/CCL19/SLAMF1/IL6/AXL/TNFAIP3/LILRB4/LILRB1/MYD88/TLR3/NOD2/CD47",22
"Rhinovirus","GO:0032680","regulation of tumor necrosis factor production","22/327","188/18986",0.117021276595745,6.79439130717678,10.5697792553852,1.55641536400702e-12,8.77864725460081e-11,6.47996970089334e-11,"OAS2/RIGI/IFIH1/OAS1/OAS3/ZC3H12A/FZD5/JAK2/TMEM106A/LILRA5/TREX1/CCL19/SLAMF1/IL6/AXL/TNFAIP3/LILRB4/LILRB1/MYD88/TLR3/NOD2/CD47",22
"Rhinovirus","GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","18/327","122/18986",0.147540983606557,8.56640096255076,11.0990898746547,3.30663383835502e-12,1.83761312869759e-10,1.35643648167814e-10,"OASL/RSAD2/EIF2AK2/ZC3HAV1/GBP5/DDX60/GBP2/CGAS/IFI16/RNF125/DHX58/HSPA1B/TREX1/HSPA1A/BIRC3/MEFV/TNFAIP3/MYD88",18
"Rhinovirus","GO:0032615","interleukin-12 production","14/327","65/18986",0.215384615384615,12.5054810632792,12.3005466427129,4.23537461472939e-12,2.28649723843748e-10,1.6877808615087e-10,"IRF1/UNC93B1/LILRA5/CCL19/SLAMF1/IDO1/MEFV/CD40/CCR7/LILRB1/JAK3/TLR3/NOD2/CD47",14
"Rhinovirus","GO:0032655","regulation of interleukin-12 production","14/327","65/18986",0.215384615384615,12.5054810632792,12.3005466427129,4.23537461472939e-12,2.28649723843748e-10,1.6877808615087e-10,"IRF1/UNC93B1/LILRA5/CCL19/SLAMF1/IDO1/MEFV/CD40/CCR7/LILRB1/JAK3/TLR3/NOD2/CD47",14
"Rhinovirus","GO:0002832","negative regulation of response to biotic stimulus","18/327","127/18986",0.141732283464567,8.22914108213537,10.8209209737535,6.65709255026472e-12,3.54326095034512e-10,2.61546260314329e-10,"ISG15/ACOD1/OAS1/STAT2/USP18/OAS3/PARP14/TRIM21/IFI16/NLRC5/NMI/DHX58/CD274/TRAFD1/TREX1/TNFAIP3/SERPINB9/LILRB1",18
"Rhinovirus","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","23/327","223/18986",0.103139013452915,5.98837097681052,9.91961988958894,6.80985172755238e-12,3.57422634422506e-10,2.63831974824763e-10,"TNFSF10/BST2/IFIT5/ZC3HAV1/TNF/TRIM5/TRIM25/TRIM22/TRIM21/APOL3/TMEM106A/TRIM6/CCL19/BIRC3/CD40/CCR7/CASP10/MYD88/TLR3/NOD2/IKBKE/RBCK1/CASP1",23
"Rhinovirus","GO:0001818","negative regulation of cytokine production","30/327","388/18986",0.077319587628866,4.48926510924052,9.19288238198936,7.06992938967098e-12,3.65989906350228e-10,2.70155917557723e-10,"XAF1/ACOD1/OAS1/BST2/GBP1/PML/SIGLEC1/OAS3/TNF/ZC3H12A/IFNB1/RNF125/NMI/DHX58/CD274/LILRA5/SLAMF1/PDCD1LG2/IL6/IDO1/MEFV/AXL/TNFAIP3/LILRB4/APPL2/CCR7/LILRB1/GBP7/JAK3/NOD2",30
"Rhinovirus","GO:0050867","positive regulation of cell activation","30/327","391/18986",0.0767263427109974,4.45482061991131,9.13799224314862,8.5815635029963e-12,4.38239574024635e-10,3.23487102175536e-10,"IL15RA/TNF/TNFSF13B/JAK2/CD80/SOCS1/CD38/CD274/LILRA5/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/NFKBIZ/AXL/CD40/LILRB4/STAP1/CCR7/LILRB1/MYD88/LILRB2/ADA/IL2RA/IRS2/NOD2/PRLR/CCL2/CD47",30
"Rhinovirus","GO:0070663","regulation of leukocyte proliferation","25/327","270/18986",0.0925925925925926,5.37603352588062,9.58718259949742,8.89816185250017e-12,4.48348715207975e-10,3.30949177671936e-10,"BST2/CCL8/IRF1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/CD40/TNFAIP3/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",25
"Rhinovirus","GO:0046651","lymphocyte proliferation","26/327","297/18986",0.0875420875420875,5.08279533355986,9.38810194818747,1.20184606939506e-11,5.97602144242621e-10,4.41120787243338e-10,"IRF1/IFNB1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/P2RX7/CD40/PSMB10/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",26
"Rhinovirus","GO:0002696","positive regulation of leukocyte activation","29/327","371/18986",0.078167115902965,4.53847358572995,9.11184633901482,1.23495710854584e-11,6.06091287427888e-10,4.4738705914511e-10,"IL15RA/TNF/TNFSF13B/JAK2/CD80/SOCS1/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/NFKBIZ/AXL/CD40/LILRB4/STAP1/CCR7/LILRB1/MYD88/LILRB2/ADA/IL2RA/IRS2/NOD2/PRLR/CCL2/CD47",29
"Rhinovirus","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","30/327","400/18986",0.075,4.3545871559633,8.97658409437668,1.51736860723762e-11,7.35145636762946e-10,5.42648692196991e-10,"RSAD2/IRF7/TNF/TAP2/ZC3H12A/IFNB1/UNC93B1/FZD5/TNFSF13B/JAK2/CD80/CD274/MYO1G/TREX1/CCL19/SLAMF1/IL6/NBN/NFKBIZ/P2RX7/CD40/TNFAIP3/LILRB4/LILRB1/MYD88/ADA/JAK3/IL27/CR1L/NOD2",30
"Rhinovirus","GO:0032943","mononuclear cell proliferation","26/327","305/18986",0.0852459016393443,4.94947611169599,9.20501171427073,2.18418443801947e-11,1.04481430269311e-09,7.71231014090818e-10,"IRF1/IFNB1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/P2RX7/CD40/PSMB10/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",26
"Rhinovirus","GO:0032608","interferon-beta production","13/327","60/18986",0.216666666666667,12.5799184505607,11.8928708578127,2.31038587708003e-11,1.07789484314635e-09,7.95649457344002e-10,"OAS2/RIGI/IFIH1/ISG15/IRF7/OAS1/ZC3HAV1/OAS3/IRF1/NMI/TRIM56/LILRB1/TLR3",13
"Rhinovirus","GO:0032648","regulation of interferon-beta production","13/327","60/18986",0.216666666666667,12.5799184505607,11.8928708578127,2.31038587708003e-11,1.07789484314635e-09,7.95649457344002e-10,"OAS2/RIGI/IFIH1/ISG15/IRF7/OAS1/ZC3HAV1/OAS3/IRF1/NMI/TRIM56/LILRB1/TLR3",13
"Rhinovirus","GO:0001961","positive regulation of cytokine-mediated signaling pathway","13/327","61/18986",0.213114754098361,12.37369027924,11.778320447412,2.89106775630822e-11,1.3323591525718e-09,9.83482612864797e-10,"IRF7/PARP9/PARP14/NLRC5/HSPA1B/TRIM6/HSPA1A/TRIM56/AXL/CD40/IKBKE/CXCR4/CASP1",13
"Rhinovirus","GO:0051251","positive regulation of lymphocyte activation","27/327","336/18986",0.0803571428571429,4.66562909567497,8.97457175761826,3.46166919829359e-11,1.57610215666885e-09,1.16340182314243e-09,"IL15RA/TNFSF13B/JAK2/CD80/SOCS1/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/NFKBIZ/AXL/CD40/LILRB4/CCR7/LILRB1/MYD88/LILRB2/ADA/IL2RA/IRS2/NOD2/PRLR/CCL2/CD47",27
"Rhinovirus","GO:0032609","type II interferon production","17/327","124/18986",0.137096774193548,7.95999802702969,10.2934529448121,4.45318524772989e-11,1.97983377072603e-09,1.46141683052436e-09,"ISG15/TNF/ZC3H12A/FZD5/JAK2/CD274/SLAMF1/PDCD1LG2/AXL/PDE4B/LILRB4/CCR7/LILRB1/IL27/TLR3/NOD2/CD47",17
"Rhinovirus","GO:0032649","regulation of type II interferon production","17/327","124/18986",0.137096774193548,7.95999802702969,10.2934529448121,4.45318524772989e-11,1.97983377072603e-09,1.46141683052436e-09,"ISG15/TNF/ZC3H12A/FZD5/JAK2/CD274/SLAMF1/PDCD1LG2/AXL/PDE4B/LILRB4/CCR7/LILRB1/IL27/TLR3/NOD2/CD47",17
"Rhinovirus","GO:0032728","positive regulation of interferon-beta production","11/327","41/18986",0.268292682926829,15.5773849481614,12.3697021025857,6.66870244386996e-11,2.93035192271914e-09,2.1630430203495e-09,"OAS2/RIGI/IFIH1/ISG15/IRF7/OAS1/ZC3HAV1/OAS3/IRF1/TRIM56/TLR3",11
"Rhinovirus","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","17/327","132/18986",0.128787878787879,7.47757390417941,9.88627269691206,1.22420921244932e-10,5.31757082051264e-09,3.92517170355803e-09,"IL15RA/STAT2/PARP9/STAT1/PARP14/TNF/IFNB1/NMI/JAK2/SOCS1/IL15/IL6/CD40/GBP7/JAK3/PRLR/CCL2",17
"Rhinovirus","GO:0050670","regulation of lymphocyte proliferation","22/327","240/18986",0.0916666666666667,5.32227319062181,8.92069153555222,1.98698678041376e-10,8.53275345816318e-09,6.29846288049816e-09,"IRF1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/CD40/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",22
"Rhinovirus","GO:0060338","regulation of type I interferon-mediated signaling pathway","11/327","45/18986",0.244444444444444,14.1927285083248,11.7293629398895,2.01488372744511e-10,8.55533214158998e-09,6.31512936455298e-09,"ISG15/IRF7/OAS1/STAT2/USP18/OAS3/NLRC5/TRIM6/TREX1/TRIM56/IKBKE",11
"Rhinovirus","GO:0050863","regulation of T cell activation","28/327","393/18986",0.0712468193384224,4.13667312525776,8.31813181469252,2.4454259941528e-10,1.02680720354482e-08,7.57939050819288e-09,"ZC3H12A/IRF1/IFNB1/CGAS/TNFSF13B/JAK2/CD80/SOCS1/CD274/IL15/TREX1/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/LILRB4/CCR7/LILRB1/LILRB2/ADA/JAK3/IL27/IL2RA/NOD2/CCL2/CD47",28
"Rhinovirus","GO:0002456","T cell mediated immunity","17/327","138/18986",0.123188405797101,7.15246199530204,9.60264427718016,2.49304790864452e-10,1.03529978535908e-08,7.64207860949449e-09,"RSAD2/TAP2/IFNB1/UNC93B1/FZD5/CD80/CD274/MYO1G/TREX1/SLAMF1/IL6/NFKBIZ/P2RX7/LILRB4/LILRB1/CR1L/NOD2",17
"Rhinovirus","GO:0032944","regulation of mononuclear cell proliferation","22/327","245/18986",0.0897959183673469,5.21365537040504,8.78781020964498,2.95453056427184e-10,1.21360554373731e-08,8.95824484590431e-09,"IRF1/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/CD40/LILRB4/LILRB1/MYD88/LILRB2/ADA/IL27/IL2RA/IRS2/PRLR",22
"Rhinovirus","GO:0002699","positive regulation of immune effector process","23/327","272/18986",0.0845588235294118,4.90958355819392,8.59739011569346,3.8099827936908e-10,1.54816397605995e-08,1.1427792193866e-08,"RSAD2/RIGI/DDX60/TNF/TAP2/FZD5/DHX58/CD80/PANX1/TRIM6/CCL19/SLAMF1/IL6/NFKBIZ/P2RX7/CD40/APPL2/STAP1/LILRB1/MYD88/TLR3/NOD2/FFAR2",23
"Rhinovirus","GO:0050671","positive regulation of lymphocyte proliferation","17/327","145/18986",0.117241379310345,6.80717072656332,9.2924795756107,5.4601283881843e-10,2.19508778499452e-08,1.62030685651606e-08,"TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/CD40/MYD88/LILRB2/ADA/IL2RA/IRS2/PRLR",17
"Rhinovirus","GO:0070665","positive regulation of leukocyte proliferation","18/327","166/18986",0.108433734939759,6.29578865922405,9.07214273370168,6.12591177473812e-10,2.43682322070899e-08,1.79874417762394e-08,"BST2/TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/CD40/MYD88/LILRB2/ADA/IL2RA/IRS2/PRLR",18
"Rhinovirus","GO:2000106","regulation of leukocyte apoptotic process","14/327","93/18986",0.150537634408602,8.74038999046398,9.90578389953986,6.67455053651012e-10,2.62740900806997e-08,1.93942532036752e-08,"IRF7/RAPGEF2/GIMAP8/CD274/CCL19/IDO1/P2RX7/AXL/CCR7/LILRB1/ADA/JAK3/IRS2/NOD2",14
"Rhinovirus","GO:0035455","response to interferon-alpha","8/327","20/18986",0.4,23.2244648318043,13.1641684622104,7.48092069020774e-10,2.90553689809986e-08,2.14472577818265e-08,"MX2/OAS1/EIF2AK2/BST2/IFITM1/AXL/IFITM2/LAMP3",8
"Rhinovirus","GO:0032946","positive regulation of mononuclear cell proliferation","17/327","148/18986",0.114864864864865,6.66918753616001,9.16577685164874,7.53486679052095e-10,2.90553689809986e-08,2.14472577818265e-08,"TNFSF13B/JAK2/CD80/CD38/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/CD40/MYD88/LILRB2/ADA/IL2RA/IRS2/PRLR",17
"Rhinovirus","GO:0002703","regulation of leukocyte mediated immunity","22/327","258/18986",0.0852713178294574,4.9509518052296,8.45864657659042,7.91610966606698e-10,3.02171499273405e-08,2.2304827873554e-08,"RSAD2/RIGI/BST2/CALHM6/TNF/TAP2/IFNB1/FZD5/CD80/CD274/SLAMF1/IL6/P2RX7/CD40/LILRB4/SERPINB9/STAP1/LILRB1/JAK3/TLR3/CR1L/NOD2",22
"Rhinovirus","GO:1903037","regulation of leukocyte cell-cell adhesion","27/327","392/18986",0.0688775510204082,3.99911065343569,7.94299162159282,1.0905805037037e-09,4.12130372349629e-08,3.04214561559454e-08,"FUT4/TNF/ZC3H12A/IRF1/IFNB1/TNFSF13B/JAK2/CD80/SOCS1/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/LILRB4/CCR7/LILRB1/LILRB2/ADA/JAK3/IL2RA/NOD2/CCL2/CD47",27
"Rhinovirus","GO:0002768","immune response-regulating cell surface receptor signaling pathway","26/327","369/18986",0.0704607046070461,4.09103039042623,7.93773513610594,1.39067103879139e-09,5.20331272830957e-08,3.84083194663594e-08,"IFI35/ACOD1/OAS1/GBP1/ZC3H12A/NMI/PLSCR1/CD38/MYO1G/NFKBIZ/CD40/TNFAIP3/PDE4B/LILRB4/APPL2/STAP1/CCR7/LILRB1/MYD88/LILRB2/ADA/NOD2/FFAR2/RBCK1/NFKBIA/CD47",26
"Rhinovirus","GO:0034612","response to tumor necrosis factor","21/327","243/18986",0.0864197530864197,5.01763129082191,8.34427592564362,1.52219463173547e-09,5.6395818758121e-08,4.16286457595356e-08,"ACOD1/GBP1/STAT1/GCH1/GBP2/TNF/ZC3H12A/AIM2/TNFSF13B/JAK2/HSPA1B/NUB1/TRAF1/HSPA1A/PTGS2/BIRC3/CD40/TNFAIP3/CCL2/NFKBIA/CASP1",21
"Rhinovirus","GO:0002443","leukocyte mediated immunity","30/327","485/18986",0.0618556701030928,3.59141208739242,7.65322960126068,1.61033023883491e-09,5.90819220636613e-08,4.36113963506643e-08,"RSAD2/RNF19B/RIGI/IRF7/BST2/CALHM6/TNF/TAP2/IFNB1/UNC93B1/FZD5/CD80/CD274/MYO1G/TREX1/SLAMF1/IL6/NBN/NFKBIZ/P2RX7/CD40/LILRB4/SERPINB9/STAP1/LILRB1/MYD88/JAK3/TLR3/CR1L/NOD2",30
"Rhinovirus","GO:0007159","leukocyte cell-cell adhesion","28/327","430/18986",0.0651162790697674,3.78072683308442,7.72121006767463,1.86579126346342e-09,6.77963960060408e-08,5.00439964390491e-08,"FUT4/TNF/ZC3H12A/IRF1/IFNB1/TNFSF13B/JAK2/CD80/SOCS1/CD274/SEMA4D/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/IDO1/NFKBIZ/LILRB4/CCR7/LILRB1/LILRB2/ADA/JAK3/IL2RA/NOD2/CCL2/CD47",28
"Rhinovirus","GO:0044403","biological process involved in symbiotic interaction","24/327","322/18986",0.0745341614906832,4.32754003077098,7.97230410294607,2.01462595464826e-09,7.25073474534837e-08,5.35213912763699e-08,"IFIT1/DYNLT1/CCL8/SIGLEC1/IFI27/IFITM1/TRIM5/TRIM25/TRIM22/TRIM21/ZC3H12A/PLSCR1/HSPA1B/CD80/TRIM6/HSPA1A/SLAMF1/AXL/LY6E/IFITM2/MYD88/CCL4/NOD2/CXCR4",24
"Rhinovirus","GO:1903706","regulation of hemopoiesis","28/327","433/18986",0.0646651270207852,3.75453242084596,7.6757312251518,2.17747005124129e-09,7.76288615437815e-08,5.73018434537181e-08,"ISG15/IL15RA/IRF7/STAT1/TNF/ZC3H12A/IRF1/IFNB1/HSPA1B/CD80/SOCS1/IL15/HSPA1A/CCL19/CCR1/NFKBIZ/AXL/LILRB4/LILRB1/LILRB2/ADA/JAK3/IL27/TNFAIP6/TLR3/IL2RA/NFKBIA/SCIN",28
"Rhinovirus","GO:0002720","positive regulation of cytokine production involved in immune response","13/327","85/18986",0.152941176470588,8.87994243568987,9.63884754985055,2.24489022552365e-09,7.92844874976996e-08,5.85239458695294e-08,"RSAD2/RIGI/FZD5/PANX1/TRIM6/SLAMF1/IL6/P2RX7/LILRB1/MYD88/TLR3/NOD2/FFAR2",13
"Rhinovirus","GO:0046718","symbiont entry into host cell","17/327","159/18986",0.106918238993711,6.2077972034697,8.72965457995176,2.30081176449698e-09,8.050710794476e-08,5.94264247165398e-08,"DYNLT1/SIGLEC1/IFITM1/TRIM5/TRIM25/TRIM22/TRIM21/PLSCR1/HSPA1B/CD80/TRIM6/HSPA1A/SLAMF1/AXL/LY6E/IFITM2/CXCR4",17
"Rhinovirus","GO:0097696","cell surface receptor signaling pathway via STAT","17/327","160/18986",0.10625,6.16899847094801,8.69205293577981,2.53462918380384e-09,8.78748961981168e-08,6.48649670408516e-08,"IL15RA/STAT2/PARP9/STAT1/PARP14/TNF/IFNB1/NMI/JAK2/SOCS1/IL15/IL6/CD40/GBP7/JAK3/PRLR/CCL2",17
"Rhinovirus","GO:0044409","symbiont entry into host","17/327","164/18986",0.103658536585366,6.01853509360782,8.54478224467284,3.70582159852198e-09,1.2731181655286e-07,9.39753802496004e-08,"DYNLT1/SIGLEC1/IFITM1/TRIM5/TRIM25/TRIM22/TRIM21/PLSCR1/HSPA1B/CD80/TRIM6/HSPA1A/SLAMF1/AXL/LY6E/IFITM2/CXCR4",17
"Rhinovirus","GO:1903039","positive regulation of leukocyte cell-cell adhesion","22/327","284/18986",0.0774647887323944,4.4976956540466,7.86198400299383,4.76171920245766e-09,1.62112944739527e-07,1.19663877539239e-07,"FUT4/TNF/TNFSF13B/JAK2/CD80/SOCS1/CD274/IL15/CCL19/SLAMF1/PDCD1LG2/IL6/NFKBIZ/LILRB4/CCR7/LILRB1/LILRB2/ADA/IL2RA/NOD2/CCL2/CD47",22
"Rhinovirus","GO:0032760","positive regulation of tumor necrosis factor production","14/327","108/18986",0.12962962962963,7.52644693623287,9.0042116096573,4.98513775874932e-09,1.68203889199229e-07,1.24159915983888e-07,"OAS2/RIGI/IFIH1/OAS1/OAS3/FZD5/JAK2/TMEM106A/LILRA5/CCL19/IL6/MYD88/TLR3/NOD2",14
"Rhinovirus","GO:0002719","negative regulation of cytokine production involved in immune response","9/327","35/18986",0.257142857142857,14.9300131061599,10.9195433338095,5.69006306529286e-09,1.90289808174706e-07,1.40462665328608e-07,"BST2/TNF/IFNB1/SLAMF1/AXL/LILRB4/LILRB1/JAK3/NOD2",9
"Rhinovirus","GO:0042742","defense response to bacterium","24/327","342/18986",0.0701754385964912,4.07446751435163,7.5953608053932,6.60732781272096e-09,2.1902712109011e-07,1.61675149618749e-07,"OAS2/ISG15/OAS1/GBP1/GBP5/OAS3/GBP2/TNF/GBP4/RNF213/ADM/ZNFX1/CCL20/IL6/CASP7/NFKBIZ/P2RX7/OPTN/MYD88/GBP7/TLR3/NOD2/RBCK1/CASP1",24
"Rhinovirus","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","14/327","112/18986",0.125,7.25764525993884,8.7927144724582,8.05671784099492e-09,2.64750754096694e-07,1.95426107813607e-07,"OAS2/RIGI/IFIH1/OAS1/OAS3/FZD5/JAK2/TMEM106A/LILRA5/CCL19/IL6/MYD88/TLR3/NOD2",14
"Rhinovirus","GO:0031348","negative regulation of defense response","22/327","297/18986",0.0740740740740741,4.3008268207045,7.59002011473985,1.08092906044771e-08,3.5214059650275e-07,2.59933031777353e-07,"ISG15/ACOD1/OAS1/STAT2/USP18/OAS3/PARP14/TRIM21/IFI16/NLRC5/NMI/DHX58/TRAFD1/TREX1/MEFV/TNFAIP3/SERPINB9/LILRB1/ADA/TNFAIP6/IL2RA/NOD2",22
"Rhinovirus","GO:0032635","interleukin-6 production","17/327","177/18986",0.096045197740113,5.57649579294736,8.09788942251495,1.18204582195607e-08,3.78555183150169e-07,2.7943099270148e-07,"RIGI/IFIH1/TNF/ZC3H12A/UNC93B1/TMEM106A/LILRA5/SLAMF1/IL6/P2RX7/TNFAIP3/LILRB4/MYD88/LILRB2/TLR3/NOD2/CD47",17
